Ref_User;Ref_User_Emotion;Ref_User_Emotion_Intensity;Eval;Eval_User_Emotion;Eval_User_Emotion_Intensity;Distance;Dimension;Emotion;Intensity;SameUser
Bravo;A;1;Bravo;H;27;0,113;128;Happiness;Low;1
Bravo;A;10;Bravo;H;29;0,114;128;Happiness;Low;1
Charlie;H;7;Charlie;H;23;0,114;128;Happiness;Low;1
Bravo;A;8;Bravo;H;30;0,114;128;Happiness;Low;1
Bravo;H;5;Bravo;H;27;0,114;128;Happiness;Low;1
Echo;H;3;Echo;H;22;0,114;128;Happiness;Low;1
Bravo;H;0;Bravo;H;50;0,114;128;Happiness;High;1
Bravo;A;0;Bravo;H;50;0,114;128;Happiness;High;1
Charlie;H;6;Charlie;H;20;0,114;128;Happiness;Low;1
Alpha;A;8;Alpha;A;25;0,114;128;Anger;Low;1
Charlie;H;8;Charlie;H;25;0,114;128;Happiness;Low;1
Bravo;A;5;Bravo;A;27;0,114;128;Anger;Low;1
Bravo;A;10;Bravo;H;25;0,114;128;Happiness;Low;1
Alpha;A;9;Alpha;A;24;0,114;128;Anger;Low;1
Bravo;H;9;Bravo;H;52;0,114;128;Happiness;High;1
Bravo;H;6;Bravo;H;28;0,114;128;Happiness;Low;1
Bravo;H;3;Bravo;H;51;0,114;128;Happiness;High;1
Bravo;H;10;Bravo;H;23;0,114;128;Happiness;Low;1
Bravo;A;2;Bravo;H;21;0,114;128;Happiness;Low;1
Bravo;H;0;Bravo;A;20;0,114;128;Anger;Low;1
Bravo;A;0;Bravo;A;20;0,114;128;Anger;Low;1
Bravo;A;9;Bravo;H;30;0,114;128;Happiness;Low;1
Bravo;H;10;Bravo;H;24;0,114;128;Happiness;Low;1
Charlie;H;6;Charlie;H;21;0,114;128;Happiness;Low;1
Alpha;H;10;Alpha;H;29;0,114;128;Happiness;Low;1
Charlie;H;9;Charlie;H;26;0,114;128;Happiness;Low;1
Bravo;H;7;Bravo;H;52;0,115;128;Happiness;High;1
Alpha;H;7;Alpha;H;22;0,115;128;Happiness;Low;1
Bravo;H;6;Bravo;H;29;0,115;128;Happiness;Low;1
Charlie;H;10;Charlie;H;28;0,115;128;Happiness;Low;1
Bravo;H;10;Bravo;A;25;0,115;128;Anger;Low;1
Alpha;A;2;Alpha;H;27;0,115;128;Happiness;Low;1
Bravo;H;9;Bravo;A;25;0,115;128;Anger;Low;1
Bravo;H;10;Bravo;H;25;0,115;128;Happiness;Low;1
Bravo;A;10;Bravo;H;30;0,115;128;Happiness;Low;1
Echo;H;4;Echo;H;24;0,115;128;Happiness;Low;1
Bravo;H;6;Bravo;H;30;0,115;128;Happiness;Low;1
Bravo;A;3;Bravo;A;24;0,115;128;Anger;Low;1
Charlie;A;9;Charlie;A;20;0,115;128;Anger;Low;1
Bravo;H;10;Bravo;H;28;0,116;128;Happiness;Low;1
Bravo;H;2;Bravo;H;51;0,116;128;Happiness;High;1
Bravo;A;3;Bravo;H;50;0,116;128;Happiness;High;1
Bravo;A;2;Bravo;H;22;0,116;128;Happiness;Low;1
Charlie;H;7;Charlie;H;24;0,116;128;Happiness;Low;1
Bravo;H;9;Bravo;H;23;0,116;128;Happiness;Low;1
Bravo;A;4;Bravo;A;24;0,116;128;Anger;Low;1
Alpha;A;0;Alpha;H;23;0,116;128;Happiness;Low;1
Delta;A;7;Delta;H;21;0,116;128;Happiness;Low;1
Echo;A;9;Echo;A;20;0,116;128;Anger;Low;1
Bravo;H;10;Bravo;H;29;0,116;128;Happiness;Low;1
Bravo;H;9;Bravo;H;24;0,116;128;Happiness;Low;1
Bravo;H;7;Bravo;A;24;0,116;128;Anger;Low;1
Bravo;H;8;Bravo;A;24;0,116;128;Anger;Low;1
Bravo;H;6;Bravo;A;24;0,116;128;Anger;Low;1
Echo;H;7;Echo;H;28;0,116;128;Happiness;Low;1
Echo;H;8;Echo;H;28;0,116;128;Happiness;Low;1
Echo;H;3;Echo;H;23;0,116;128;Happiness;Low;1
Bravo;H;10;Bravo;H;30;0,116;128;Happiness;Low;1
Echo;H;4;Echo;H;26;0,116;128;Happiness;Low;1
Bravo;H;1;Bravo;H;51;0,116;128;Happiness;High;1
Bravo;H;6;Bravo;H;52;0,116;128;Happiness;High;1
Alpha;A;6;Alpha;H;21;0,116;128;Happiness;Low;1
Bravo;A;0;Bravo;H;51;0,117;128;Happiness;High;1
Bravo;H;0;Bravo;H;51;0,117;128;Happiness;High;1
Alpha;A;6;Alpha;H;24;0,117;128;Happiness;Low;1
Bravo;H;9;Bravo;H;25;0,117;128;Happiness;Low;1
Bravo;A;0;Bravo;A;21;0,117;128;Anger;Low;1
Bravo;H;0;Bravo;A;21;0,117;128;Anger;Low;1
Bravo;A;4;Bravo;H;50;0,117;128;Happiness;High;1
Alpha;A;6;Alpha;H;22;0,117;128;Happiness;Low;1
Alpha;A;6;Alpha;H;25;0,117;128;Happiness;Low;1
Bravo;A;8;Bravo;A;27;0,117;128;Anger;Low;1
Alpha;A;6;Alpha;H;23;0,117;128;Happiness;Low;1
Bravo;A;1;Bravo;H;50;0,117;128;Happiness;High;1
Bravo;H;10;Bravo;A;26;0,117;128;Anger;Low;1
Bravo;H;9;Bravo;A;26;0,117;128;Anger;Low;1
Alpha;H;10;Alpha;H;30;0,117;128;Happiness;Low;1
Alpha;A;1;Alpha;H;26;0,117;128;Happiness;Low;1
Alpha;H;8;Alpha;H;28;0,117;128;Happiness;Low;1
Bravo;A;2;Bravo;H;26;0,118;128;Happiness;Low;1
Bravo;H;9;Bravo;H;28;0,118;128;Happiness;Low;1
Bravo;A;10;Bravo;A;28;0,118;128;Anger;Low;1
Bravo;A;10;Bravo;A;29;0,118;128;Anger;Low;1
Charlie;H;6;Charlie;H;22;0,118;128;Happiness;Low;1
Alpha;H;9;Alpha;H;29;0,118;128;Happiness;Low;1
Bravo;A;7;Bravo;A;26;0,118;128;Anger;Low;1
Bravo;H;9;Bravo;H;29;0,118;128;Happiness;Low;1
Charlie;H;9;Charlie;H;27;0,118;128;Happiness;Low;1
Echo;H;5;Echo;H;28;0,118;128;Happiness;Low;1
Charlie;H;8;Charlie;H;26;0,118;128;Happiness;Low;1
Charlie;H;5;Charlie;H;20;0,118;128;Happiness;Low;1
Bravo;A;4;Bravo;A;25;0,118;128;Anger;Low;1
Alpha;A;2;Alpha;H;28;0,118;128;Happiness;Low;1
Bravo;A;3;Bravo;A;25;0,118;128;Anger;Low;1
Alpha;A;8;Alpha;A;24;0,118;128;Anger;Low;1
Bravo;H;9;Bravo;H;30;0,119;128;Happiness;Low;1
Echo;A;10;Echo;A;21;0,119;128;Anger;Low;1
Bravo;A;2;Bravo;H;27;0,119;128;Happiness;Low;1
Echo;H;3;Echo;H;25;0,119;128;Happiness;Low;1
Bravo;H;0;Bravo;A;22;0,119;128;Anger;Low;1
Bravo;A;0;Bravo;A;22;0,119;128;Anger;Low;1
Alpha;H;7;Alpha;H;23;0,119;128;Happiness;Low;1
Alpha;A;6;Alpha;H;26;0,119;128;Happiness;Low;1
Bravo;H;10;Bravo;A;27;0,119;128;Anger;Low;1
Bravo;H;9;Bravo;A;27;0,119;128;Anger;Low;1
Charlie;H;7;Charlie;H;25;0,119;128;Happiness;Low;1
Bravo;A;2;Bravo;H;50;0,119;128;Happiness;High;1
Alpha;A;6;Alpha;H;20;0,119;128;Happiness;Low;1
Alpha;A;0;Alpha;H;24;0,119;128;Happiness;Low;1
Alpha;A;10;Alpha;A;27;0,119;128;Anger;Low;1
Echo;H;6;Echo;H;28;0,119;128;Happiness;Low;1
Bravo;A;3;Bravo;H;51;0,119;128;Happiness;High;1
Echo;H;8;Echo;H;27;0,119;128;Happiness;Low;1
Echo;H;7;Echo;H;27;0,119;128;Happiness;Low;1
Alpha;A;6;Alpha;H;29;0,12;128;Happiness;Low;1
Alpha;A;6;Alpha;H;27;0,12;128;Happiness;Low;1
Bravo;A;0;Bravo;H;52;0,12;128;Happiness;High;1
Bravo;H;0;Bravo;H;52;0,12;128;Happiness;High;1
Bravo;H;4;Bravo;H;52;0,12;128;Happiness;High;1
Charlie;H;5;Charlie;H;21;0,12;128;Happiness;Low;1
Bravo;H;6;Bravo;A;25;0,12;128;Anger;Low;1
Bravo;A;4;Bravo;A;26;0,12;128;Anger;Low;1
Bravo;H;7;Bravo;A;25;0,12;128;Anger;Low;1
Bravo;H;3;Bravo;H;52;0,12;128;Happiness;High;1
Bravo;A;6;Bravo;A;28;0,12;128;Anger;Low;1
Bravo;A;6;Bravo;A;29;0,12;128;Anger;Low;1
Bravo;A;4;Bravo;H;51;0,12;128;Happiness;High;1
Bravo;A;10;Bravo;A;30;0,12;128;Anger;Low;1
Alpha;A;6;Alpha;H;28;0,121;128;Happiness;Low;1
Bravo;A;1;Bravo;H;51;0,121;128;Happiness;High;1
Bravo;H;8;Bravo;A;25;0,121;128;Anger;Low;1
Bravo;H;5;Bravo;H;52;0,121;128;Happiness;High;1
Bravo;A;3;Bravo;A;26;0,121;128;Anger;Low;1
Echo;H;3;Echo;H;24;0,121;128;Happiness;Low;1
Alpha;A;0;Alpha;H;25;0,121;128;Happiness;Low;1
Alpha;H;9;Alpha;H;30;0,121;128;Happiness;Low;1
Bravo;A;5;Bravo;A;29;0,121;128;Anger;Low;1
Bravo;A;5;Bravo;A;28;0,121;128;Anger;Low;1
Bravo;H;0;Bravo;A;23;0,121;128;Anger;Low;1
Bravo;A;0;Bravo;A;23;0,121;128;Anger;Low;1
Echo;H;5;Echo;H;27;0,121;128;Happiness;Low;1
Alpha;A;1;Alpha;H;27;0,121;128;Happiness;Low;1
Bravo;A;9;Bravo;A;28;0,121;128;Anger;Low;1
Bravo;A;9;Bravo;A;29;0,121;128;Anger;Low;1
Bravo;A;4;Bravo;A;27;0,121;128;Anger;Low;1
Bravo;H;2;Bravo;H;52;0,121;128;Happiness;High;1
Bravo;A;7;Bravo;A;27;0,122;128;Anger;Low;1
Bravo;A;6;Bravo;H;23;0,122;128;Happiness;Low;1
Delta;A;7;Delta;H;22;0,122;128;Happiness;Low;1
Charlie;H;6;Charlie;H;23;0,122;128;Happiness;Low;1
Alpha;H;7;Alpha;H;24;0,122;128;Happiness;Low;1
Bravo;A;5;Bravo;H;23;0,122;128;Happiness;Low;1
Bravo;H;10;Bravo;A;30;0,122;128;Anger;Low;1
Bravo;A;3;Bravo;H;23;0,122;128;Happiness;Low;1
Bravo;A;3;Bravo;A;27;0,122;128;Anger;Low;1
Bravo;H;9;Bravo;A;30;0,122;128;Anger;Low;1
Charlie;H;8;Charlie;H;27;0,122;128;Happiness;Low;1
Charlie;H;9;Charlie;H;28;0,122;128;Happiness;Low;1
Bravo;H;1;Bravo;H;52;0,122;128;Happiness;High;1
Bravo;A;3;Bravo;H;24;0,122;128;Happiness;Low;1
Echo;H;6;Echo;H;27;0,122;128;Happiness;Low;1
Echo;H;3;Echo;H;26;0,122;128;Happiness;Low;1
Bravo;A;6;Bravo;H;24;0,123;128;Happiness;Low;1
Bravo;A;2;Bravo;H;51;0,123;128;Happiness;High;1
Bravo;A;5;Bravo;H;24;0,123;128;Happiness;Low;1
Alpha;A;6;Alpha;H;30;0,123;128;Happiness;Low;1
Echo;H;10;Echo;H;29;0,123;128;Happiness;Low;1
Bravo;H;6;Bravo;A;26;0,123;128;Anger;Low;1
Bravo;H;7;Bravo;A;26;0,123;128;Anger;Low;1
Bravo;A;3;Bravo;H;25;0,123;128;Happiness;Low;1
Alpha;A;2;Alpha;H;29;0,123;128;Happiness;Low;1
Bravo;H;1;Bravo;A;20;0,123;128;Anger;Low;1
Charlie;H;5;Charlie;H;22;0,123;128;Happiness;Low;1
Alpha;H;8;Alpha;H;29;0,123;128;Happiness;Low;1
Echo;A;9;Echo;A;21;0,123;128;Anger;Low;1
Bravo;H;8;Bravo;A;26;0,124;128;Anger;Low;1
Bravo;A;9;Bravo;A;30;0,124;128;Anger;Low;1
Bravo;A;6;Bravo;H;25;0,124;128;Happiness;Low;1
Charlie;H;7;Charlie;H;26;0,124;128;Happiness;Low;1
Bravo;A;5;Bravo;H;25;0,124;128;Happiness;Low;1
Charlie;H;6;Charlie;H;24;0,124;128;Happiness;Low;1
Alpha;H;7;Alpha;H;25;0,124;128;Happiness;Low;1
Charlie;A;8;Charlie;A;20;0,124;128;Anger;Low;1
Bravo;H;2;Bravo;A;20;0,124;128;Anger;Low;1
Bravo;A;6;Bravo;A;30;0,125;128;Anger;Low;1
Charlie;H;4;Charlie;H;20;0,125;128;Happiness;Low;1
Bravo;H;1;Bravo;A;21;0,125;128;Anger;Low;1
Bravo;H;6;Bravo;A;27;0,125;128;Anger;Low;1
Bravo;A;5;Bravo;A;30;0,125;128;Anger;Low;1
Echo;H;4;Echo;H;28;0,125;128;Happiness;Low;1
Alpha;A;0;Alpha;H;26;0,125;128;Happiness;Low;1
Bravo;H;9;Bravo;A;29;0,125;128;Anger;Low;1
Bravo;H;9;Bravo;A;28;0,125;128;Anger;Low;1
Bravo;H;7;Bravo;A;27;0,125;128;Anger;Low;1
Bravo;H;10;Bravo;A;29;0,125;128;Anger;Low;1
Bravo;H;10;Bravo;A;28;0,125;128;Anger;Low;1
Alpha;A;1;Alpha;H;28;0,125;128;Happiness;Low;1
Bravo;A;6;Bravo;H;28;0,125;128;Happiness;Low;1
Bravo;A;5;Bravo;H;28;0,125;128;Happiness;Low;1
Bravo;A;3;Bravo;H;28;0,125;128;Happiness;Low;1
Bravo;A;4;Bravo;A;30;0,126;128;Anger;Low;1
Bravo;H;8;Bravo;A;27;0,126;128;Anger;Low;1
Bravo;A;0;Bravo;A;24;0,126;128;Anger;Low;1
Bravo;H;0;Bravo;A;24;0,126;128;Anger;Low;1
Bravo;A;8;Bravo;A;28;0,126;128;Anger;Low;1
Bravo;A;8;Bravo;A;29;0,126;128;Anger;Low;1
Bravo;H;3;Bravo;A;20;0,126;128;Anger;Low;1
Bravo;H;2;Bravo;A;21;0,126;128;Anger;Low;1
Bravo;A;3;Bravo;A;30;0,126;128;Anger;Low;1
Bravo;H;4;Bravo;A;20;0,126;128;Anger;Low;1
Bravo;A;3;Bravo;H;29;0,126;128;Happiness;Low;1
Bravo;A;6;Bravo;H;29;0,126;128;Happiness;Low;1
Charlie;H;8;Charlie;H;28;0,126;128;Happiness;Low;1
Bravo;A;4;Bravo;H;23;0,126;128;Happiness;Low;1
Bravo;H;1;Bravo;A;22;0,126;128;Anger;Low;1
Charlie;H;4;Charlie;H;21;0,126;128;Happiness;Low;1
Bravo;A;5;Bravo;H;29;0,126;128;Happiness;Low;1
Bravo;A;1;Bravo;H;52;0,126;128;Happiness;High;1
Alpha;H;8;Alpha;H;30;0,126;128;Happiness;Low;1
Bravo;A;3;Bravo;H;52;0,126;128;Happiness;High;1
Bravo;A;1;Bravo;A;20;0,126;128;Anger;Low;1
Bravo;A;4;Bravo;H;24;0,127;128;Happiness;Low;1
Bravo;A;4;Bravo;A;29;0,127;128;Anger;Low;1
Bravo;A;4;Bravo;A;28;0,127;128;Anger;Low;1
Bravo;H;6;Bravo;A;30;0,127;128;Anger;Low;1
Echo;H;9;Echo;H;29;0,127;128;Happiness;Low;1
Bravo;H;7;Bravo;A;30;0,127;128;Anger;Low;1
Alpha;A;2;Alpha;H;30;0,127;128;Happiness;Low;1
Bravo;A;3;Bravo;H;30;0,127;128;Happiness;Low;1
Echo;A;10;Echo;A;22;0,127;128;Anger;Low;1
Echo;H;4;Echo;H;27;0,127;128;Happiness;Low;1
Echo;A;8;Echo;A;20;0,127;128;Anger;Low;1
Bravo;H;3;Bravo;A;21;0,127;128;Anger;Low;1
Bravo;H;5;Bravo;A;20;0,127;128;Anger;Low;1
Bravo;H;4;Bravo;A;21;0,127;128;Anger;Low;1
Bravo;H;2;Bravo;A;22;0,127;128;Anger;Low;1
Charlie;H;6;Charlie;H;25;0,127;128;Happiness;Low;1
Bravo;A;4;Bravo;H;25;0,127;128;Happiness;Low;1
Bravo;H;8;Bravo;H;53;0,127;128;Happiness;High;1
Bravo;H;10;Bravo;H;53;0,127;128;Happiness;High;1
Bravo;A;4;Bravo;H;52;0,127;128;Happiness;High;1
Bravo;A;6;Bravo;H;30;0,127;128;Happiness;Low;1
Bravo;H;8;Bravo;A;30;0,127;128;Anger;Low;1
Charlie;H;5;Charlie;H;23;0,127;128;Happiness;Low;1
Bravo;H;1;Bravo;A;23;0,128;128;Anger;Low;1
Bravo;A;5;Bravo;H;30;0,128;128;Happiness;Low;1
Bravo;A;3;Bravo;A;29;0,128;128;Anger;Low;1
Bravo;A;3;Bravo;A;28;0,128;128;Anger;Low;1
Bravo;A;1;Bravo;A;21;0,128;128;Anger;Low;1
Charlie;H;7;Charlie;H;27;0,128;128;Happiness;Low;1
Alpha;A;7;Alpha;H;25;0,128;128;Happiness;Low;1
Alpha;A;7;Alpha;H;24;0,128;128;Happiness;Low;1
Bravo;H;5;Bravo;A;21;0,128;128;Anger;Low;1
Bravo;H;3;Bravo;A;22;0,128;128;Anger;Low;1
Bravo;H;4;Bravo;A;22;0,128;128;Anger;Low;1
Bravo;A;8;Bravo;A;30;0,128;128;Anger;Low;1
Bravo;H;2;Bravo;A;23;0,128;128;Anger;Low;1
Bravo;A;2;Bravo;A;20;0,128;128;Anger;Low;1
Alpha;H;7;Alpha;H;26;0,129;128;Happiness;Low;1
Alpha;A;7;Alpha;H;23;0,129;128;Happiness;Low;1
Alpha;A;7;Alpha;H;21;0,129;128;Happiness;Low;1
Alpha;A;0;Alpha;H;27;0,129;128;Happiness;Low;1
Alpha;A;7;Alpha;H;22;0,129;128;Happiness;Low;1
Bravo;A;6;Bravo;H;50;0,129;128;Happiness;High;1
Alpha;A;7;Alpha;H;29;0,129;128;Happiness;Low;1
Bravo;H;5;Bravo;A;22;0,129;128;Anger;Low;1
Bravo;A;1;Bravo;A;22;0,129;128;Anger;Low;1
Bravo;A;2;Bravo;H;52;0,129;128;Happiness;High;1
Bravo;A;0;Bravo;H;53;0,129;128;Happiness;High;1
Bravo;H;0;Bravo;H;53;0,129;128;Happiness;High;1
Charlie;H;5;Charlie;H;24;0,129;128;Happiness;Low;1
Bravo;H;4;Bravo;A;23;0,129;128;Anger;Low;1
Alpha;A;7;Alpha;H;26;0,129;128;Happiness;Low;1
Bravo;H;9;Bravo;H;53;0,13;128;Happiness;High;1
Bravo;H;3;Bravo;A;23;0,13;128;Anger;Low;1
Bravo;A;2;Bravo;A;21;0,13;128;Anger;Low;1
Bravo;A;4;Bravo;H;28;0,13;128;Happiness;Low;1
Bravo;H;10;Bravo;H;57;0,13;128;Happiness;High;1
Bravo;H;7;Bravo;H;53;0,13;128;Happiness;High;1
Delta;A;10;Delta;A;20;0,13;128;Anger;Low;1
Charlie;H;4;Charlie;H;22;0,13;128;Happiness;Low;1
Alpha;A;7;Alpha;H;27;0,13;128;Happiness;Low;1
Bravo;H;5;Bravo;A;23;0,13;128;Anger;Low;1
Bravo;H;1;Bravo;H;23;0,13;128;Happiness;Low;1
Bravo;H;1;Bravo;H;24;0,13;128;Happiness;Low;1
Bravo;A;5;Bravo;H;50;0,13;128;Happiness;High;1
Bravo;H;8;Bravo;H;57;0,13;128;Happiness;High;1
Alpha;A;1;Alpha;H;29;0,13;128;Happiness;Low;1
Alpha;A;7;Alpha;H;28;0,13;128;Happiness;Low;1
Bravo;A;1;Bravo;A;23;0,13;128;Anger;Low;1
Bravo;A;4;Bravo;H;29;0,13;128;Happiness;Low;1
Bravo;H;1;Bravo;H;25;0,13;128;Happiness;Low;1
Bravo;A;7;Bravo;A;28;0,131;128;Anger;Low;1
Bravo;A;7;Bravo;A;29;0,131;128;Anger;Low;1
Bravo;A;2;Bravo;A;22;0,131;128;Anger;Low;1
Echo;H;3;Echo;H;28;0,131;128;Happiness;Low;1
Bravo;H;6;Bravo;A;28;0,131;128;Anger;Low;1
Bravo;H;6;Bravo;A;29;0,131;128;Anger;Low;1
Charlie;H;3;Charlie;H;20;0,131;128;Happiness;Low;1
Bravo;H;10;Bravo;H;58;0,131;128;Happiness;High;1
Bravo;H;2;Bravo;H;23;0,131;128;Happiness;Low;1
Bravo;H;2;Bravo;H;24;0,131;128;Happiness;Low;1
Bravo;H;7;Bravo;A;29;0,131;128;Anger;Low;1
Bravo;H;7;Bravo;A;28;0,131;128;Anger;Low;1
Bravo;A;4;Bravo;H;30;0,131;128;Happiness;Low;1
Bravo;H;3;Bravo;H;24;0,131;128;Happiness;Low;1
Bravo;H;3;Bravo;H;23;0,131;128;Happiness;Low;1
Bravo;H;1;Bravo;A;24;0,131;128;Anger;Low;1
Bravo;H;2;Bravo;H;25;0,131;128;Happiness;Low;1
Bravo;H;3;Bravo;H;25;0,131;128;Happiness;Low;1
Bravo;H;6;Bravo;H;53;0,131;128;Happiness;High;1
Bravo;H;8;Bravo;H;58;0,132;128;Happiness;High;1
Alpha;A;7;Alpha;H;20;0,132;128;Happiness;Low;1
Bravo;A;2;Bravo;A;23;0,132;128;Anger;Low;1
Alpha;A;7;Alpha;H;30;0,132;128;Happiness;Low;1
Bravo;H;0;Bravo;A;25;0,132;128;Anger;Low;1
Bravo;A;0;Bravo;A;25;0,132;128;Anger;Low;1
Echo;A;9;Echo;A;22;0,132;128;Anger;Low;1
Bravo;H;8;Bravo;A;29;0,132;128;Anger;Low;1
Bravo;H;8;Bravo;A;28;0,132;128;Anger;Low;1
Delta;A;10;Delta;A;21;0,132;128;Anger;Low;1
Charlie;A;7;Charlie;A;20;0,132;128;Anger;Low;1
Charlie;H;6;Charlie;H;26;0,132;128;Happiness;Low;1
Bravo;H;4;Bravo;H;24;0,132;128;Happiness;Low;1
Bravo;H;4;Bravo;H;23;0,132;128;Happiness;Low;1
Bravo;H;2;Bravo;A;24;0,132;128;Anger;Low;1
Charlie;H;7;Charlie;H;28;0,132;128;Happiness;Low;1
Alpha;A;10;Alpha;A;30;0,132;128;Anger;Low;1
Bravo;H;9;Bravo;H;57;0,132;128;Happiness;High;1
Bravo;H;4;Bravo;H;25;0,132;128;Happiness;Low;1
Bravo;A;10;Bravo;H;50;0,132;128;Happiness;High;1
Alpha;H;7;Alpha;H;27;0,132;128;Happiness;Low;1
Echo;H;3;Echo;H;27;0,132;128;Happiness;Low;1
Bravo;A;6;Bravo;H;51;0,133;128;Happiness;High;1
Charlie;H;5;Charlie;H;25;0,133;128;Happiness;Low;1
Bravo;H;7;Bravo;H;57;0,133;128;Happiness;High;1
Alpha;A;0;Alpha;H;28;0,133;128;Happiness;Low;1
Charlie;H;3;Charlie;H;21;0,133;128;Happiness;Low;1
Bravo;A;7;Bravo;A;30;0,133;128;Anger;Low;1
Bravo;H;4;Bravo;A;24;0,133;128;Anger;Low;1
Bravo;H;10;Bravo;H;59;0,133;128;Happiness;High;1
Bravo;H;3;Bravo;A;24;0,133;128;Anger;Low;1
Bravo;A;1;Bravo;H;23;0,133;128;Happiness;Low;1
Bravo;A;1;Bravo;H;24;0,133;128;Happiness;Low;1
Echo;H;8;Echo;H;29;0,133;128;Happiness;Low;1
Echo;H;7;Echo;H;29;0,133;128;Happiness;Low;1
Bravo;H;5;Bravo;A;24;0,133;128;Anger;Low;1
Bravo;H;4;Bravo;H;53;0,134;128;Happiness;High;1
Bravo;H;9;Bravo;H;58;0,134;128;Happiness;High;1
Bravo;A;9;Bravo;H;50;0,134;128;Happiness;High;1
Alpha;A;1;Alpha;H;30;0,134;128;Happiness;Low;1
Bravo;H;8;Bravo;H;59;0,134;128;Happiness;High;1
Bravo;H;1;Bravo;H;28;0,134;128;Happiness;Low;1
Bravo;H;3;Bravo;H;53;0,134;128;Happiness;High;1
Bravo;A;1;Bravo;H;25;0,134;128;Happiness;Low;1
Charlie;H;4;Charlie;H;23;0,134;128;Happiness;Low;1
Bravo;H;7;Bravo;H;58;0,134;128;Happiness;High;1
Bravo;A;5;Bravo;H;51;0,134;128;Happiness;High;1
Bravo;A;1;Bravo;A;24;0,134;128;Anger;Low;1
Bravo;H;8;Bravo;H;56;0,134;128;Happiness;High;1
Bravo;H;1;Bravo;H;29;0,134;128;Happiness;Low;1
Bravo;H;3;Bravo;H;28;0,134;128;Happiness;Low;1
Bravo;H;10;Bravo;H;56;0,134;128;Happiness;High;1
Bravo;H;2;Bravo;H;28;0,134;128;Happiness;Low;1
Bravo;H;2;Bravo;H;53;0,134;128;Happiness;High;1
Bravo;H;1;Bravo;H;30;0,134;128;Happiness;Low;1
Echo;A;8;Echo;A;21;0,135;128;Anger;Low;1
Bravo;H;6;Bravo;H;57;0,135;128;Happiness;High;1
Bravo;H;0;Bravo;H;57;0,135;128;Happiness;High;1
Bravo;A;0;Bravo;H;57;0,135;128;Happiness;High;1
Bravo;H;4;Bravo;H;57;0,135;128;Happiness;High;1
Bravo;H;1;Bravo;A;25;0,135;128;Anger;Low;1
Bravo;H;3;Bravo;H;29;0,135;128;Happiness;Low;1
Bravo;H;1;Bravo;H;53;0,135;128;Happiness;High;1
Bravo;H;3;Bravo;H;30;0,135;128;Happiness;Low;1
Echo;A;10;Echo;A;30;0,135;128;Anger;Low;1
Echo;H;5;Echo;H;29;0,135;128;Happiness;Low;1
Bravo;H;4;Bravo;H;28;0,135;128;Happiness;Low;1
Bravo;H;2;Bravo;H;29;0,135;128;Happiness;Low;1
Bravo;A;2;Bravo;A;24;0,135;128;Anger;Low;1
Bravo;H;3;Bravo;H;57;0,135;128;Happiness;High;1
Bravo;H;2;Bravo;H;30;0,135;128;Happiness;Low;1
Bravo;H;5;Bravo;H;53;0,135;128;Happiness;High;1
Bravo;H;5;Bravo;H;24;0,135;128;Happiness;Low;1
Bravo;H;5;Bravo;H;23;0,135;128;Happiness;Low;1
Bravo;H;2;Bravo;A;25;0,135;128;Anger;Low;1
Bravo;H;10;Bravo;H;60;0,135;128;Happiness;High;1
Delta;A;8;Delta;H;23;0,135;128;Happiness;Low;1
Bravo;H;4;Bravo;H;29;0,135;128;Happiness;Low;1
Bravo;H;5;Bravo;H;25;0,135;128;Happiness;Low;1
Bravo;H;4;Bravo;H;30;0,136;128;Happiness;Low;1
Bravo;H;4;Bravo;H;58;0,136;128;Happiness;High;1
Echo;A;7;Echo;A;20;0,136;128;Anger;Low;1
Bravo;H;9;Bravo;H;59;0,136;128;Happiness;High;1
Charlie;H;4;Charlie;H;24;0,136;128;Happiness;Low;1
Bravo;H;4;Bravo;A;25;0,136;128;Anger;Low;1
Bravo;H;5;Bravo;A;25;0,136;128;Anger;Low;1
Bravo;H;5;Bravo;H;57;0,136;128;Happiness;High;1
Bravo;H;8;Bravo;H;60;0,136;128;Happiness;High;1
Bravo;A;8;Bravo;H;50;0,136;128;Happiness;High;1
Delta;A;9;Delta;A;20;0,136;128;Anger;Low;1
Bravo;H;3;Bravo;H;58;0,136;128;Happiness;High;1
Bravo;H;6;Bravo;H;58;0,136;128;Happiness;High;1
Bravo;H;2;Bravo;H;57;0,136;128;Happiness;High;1
Charlie;H;6;Charlie;H;27;0,136;128;Happiness;Low;1
Charlie;A;10;Charlie;A;21;0,136;128;Anger;Low;1
Bravo;H;0;Bravo;A;26;0,136;128;Anger;Low;1
Bravo;A;0;Bravo;A;26;0,136;128;Anger;Low;1
Bravo;H;7;Bravo;H;59;0,136;128;Happiness;High;1
Delta;A;8;Delta;H;28;0,136;128;Happiness;Low;1
Bravo;H;3;Bravo;A;25;0,136;128;Anger;Low;1
Alpha;H;7;Alpha;H;28;0,136;128;Happiness;Low;1
Bravo;H;0;Bravo;H;58;0,136;128;Happiness;High;1
Bravo;A;0;Bravo;H;58;0,136;128;Happiness;High;1
Bravo;H;0;Bravo;H;56;0,136;128;Happiness;High;1
Bravo;A;0;Bravo;H;56;0,136;128;Happiness;High;1
Echo;H;6;Echo;H;29;0,136;128;Happiness;Low;1
Charlie;H;3;Charlie;H;22;0,136;128;Happiness;Low;1
